Created,44,IR/02/19/520/00044,520,2019-02-13 22:27,23737.25,,114,210,5,2019-02-13 22:28:18,1,Admin
Created,44,IR/02/19/520/00044,520,2019-02-13 22:27,41103.91,,115,221,1,2019-02-13 22:28:28,1,Admin
Posted,44,,,,,,,,,2019-02-13 22:28:34,1,Admin
Created,45,IR/02/19/470/00045,470,2019-02-15 12:24,16800,,116,46,2,2019-02-15 12:27:45,1,Admin
Posted,45,,,,,,,,,2019-02-15 12:28:01,1,Admin
Created,46,IR/02/19/530/00046,530,2019-02-15 14:21,7912,,117,802,1,2019-02-15 14:22:14,1,Admin
Created,46,IR/02/19/530/00046,530,2019-02-15 14:21,22153,,118,803,1,2019-02-15 14:22:26,1,Admin
Posted,46,,,,,,,,,2019-02-15 14:24:40,1,Admin
Created,47,IR/02/19/470/00047,470,2019-02-20 09:22,8400,,119,46,1,2019-02-20 09:22:59,1,Admin
Posted,47,,,,,,,,,2019-02-20 09:23:29,1,Admin
Created,48,IR/02/19/525/00048,525,2019-02-20 09:28,18614.15,,120,160,305,2019-02-20 09:28:30,1,Admin
Posted,48,,,,,,,,,2019-02-20 09:28:35,1,Admin
Created,49,IR/02/19/546/00049,546,2019-02-20 15:05,2290,,121,242,1,2019-02-20 15:06:34,1,Admin
Created,49,IR/02/19/546/00049,546,2019-02-20 15:05,19656.66,,122,221,1,2019-02-20 15:06:50,1,Admin
Created,49,IR/02/19/546/00049,546,2019-02-20 15:05,20346.66,,123,240,1,2019-02-20 15:07:02,1,Admin
Created,49,IR/02/19/546/00049,546,2019-02-20 15:05,38463.66,,124,801,1,2019-02-20 15:07:14,1,Admin
Created,49,IR/02/19/546/00049,546,2019-02-20 15:05,43707.66,,125,813,1,2019-02-20 15:07:27,1,Admin
Created,49,IR/02/19/546/00049,546,2019-02-20 15:05,57948.66,,126,803,1,2019-02-20 15:07:41,1,Admin
Posted,49,,,,,,,,,2019-02-20 15:07:59,1,Admin
Created,50,IR/02/19/547/00050,547,2019-02-20 15:10,795,,127,409,15,2019-02-20 15:12:23,1,Admin
Created,50,IR/02/19/547/00050,547,2019-02-20 15:10,940,,128,647,1,2019-02-20 15:12:35,1,Admin
Created,50,IR/02/19/547/00050,547,2019-02-20 15:10,1120,,129,159,5,2019-02-20 15:12:59,1,Admin
Created,50,IR/02/19/547/00050,547,2019-02-20 15:10,1180,,130,381,1,2019-02-20 15:13:52,1,Admin
Created,50,IR/02/19/547/00050,547,2019-02-20 15:10,1407,,131,225,1,2019-02-20 15:14:05,1,Admin
Posted,50,,,,,,,,,2019-02-20 15:14:59,1,Admin
Created,51,IR/02/19/493/00051,493,2019-02-20 15:29,13310.12,,132,197,1,2019-02-20 15:29:50,1,Admin
Posted,51,,,,,,,,,2019-02-20 15:29:56,1,Admin
Created,52,IR/02/19/464/00052,464,2019-02-20 15:33,13310.12,,133,197,1,2019-02-20 15:34:38,1,Admin
Posted,52,,,,,,,,,2019-02-20 15:34:43,1,Admin
Created,53,IR/02/19/488/00053,488,2019-02-20 16:47,3962.56,,134,202,1,2019-02-20 16:48:07,1,Admin
Posted,53,,,,,,,,,2019-02-20 16:48:19,1,Admin
Created,54,IR/02/19/482/00054,482,2019-02-22 12:17,9827,,135,157,317,2019-02-22 12:18:39,1,Admin
Created,55,IR/02/19/509/00055,509,2019-02-22 12:18,1488,,136,157,48,2019-02-22 12:19:49,1,Admin
Created,54,IR/02/19/482/00054,482,2019-02-22 12:17,9937,,137,130,2,2019-02-22 12:20:32,1,Admin
Created,55,IR/02/19/509/00055,509,2019-02-22 12:18,1708,,138,130,4,2019-02-22 12:22:21,1,Admin
Created,55,IR/02/19/509/00055,509,2019-02-22 12:18,1848,,139,128,4,2019-02-22 12:23:57,1,Admin
Created,54,IR/02/19/482/00054,482,2019-02-22 12:17,10162,,140,174,300,2019-02-22 12:24:17,1,Admin
Created,55,IR/02/19/509/00055,509,2019-02-22 12:18,2123,,141,170,100,2019-02-22 12:25:01,1,Admin
Created,54,IR/02/19/482/00054,482,2019-02-22 12:17,10282,,142,381,2,2019-02-22 12:25:25,1,Admin
Created,54,IR/02/19/482/00054,482,2019-02-22 12:17,10427,,143,647,1,2019-02-22 12:27:01,1,Admin
Updated,54,IR/02/19/482/00054,482,2019-02-22 12:17,10717,,143,647,3,2019-02-22 13:39:50,1,Admin
Updated,54,IR/02/19/482/00054,482,2019-02-22 12:17,10427,,143,647,1,2019-02-22 13:40:25,1,Admin
Posted,54,,,,,,,,,2019-02-22 13:40:37,1,Admin
Posted,55,,,,,,,,,2019-02-22 13:40:46,1,Admin
Created,56,IR/03/19/491/00056,491,2019-03-01 10:12,25875,,144,322,1,2019-03-01 10:13:18,1,Admin
Posted,56,,,,,,,,,2019-03-01 10:13:25,1,Admin
Created,57,IR/03/19/526/00057,526,2019-03-01 11:48,18614.15,,145,160,305,2019-03-01 11:48:31,1,Admin
Posted,57,,,,,,,,,2019-03-01 11:48:37,1,Admin
Created,58,IR/03/19/472/00058,472,2019-03-01 12:05,15177.72,,146,54,2,2019-03-01 12:09:07,1,Admin
Created,58,IR/03/19/472/00058,472,2019-03-01 12:05,49180.62,,147,55,3,2019-03-01 12:12:00,1,Admin
Created,58,IR/03/19/472/00058,472,2019-03-01 12:05,76843.53,,148,56,1,2019-03-01 12:12:42,1,Admin
Updated,58,IR/03/19/472/00058,472,2019-03-01 12:05,76843.53,,148,56,1,2019-03-01 12:12:49,1,Admin
Posted,58,,,,,,,,,2019-03-01 12:12:58,1,Admin
Created,59,IR/03/19/470/00059,470,2019-03-01 12:14,25200,,149,46,3,2019-03-01 12:17:19,1,Admin
Posted,59,,,,,,,,,2019-03-01 12:17:24,1,Admin
Created,60,IR/03/19/279/00060,279,2019-03-02 01:00,33500,,150,323,1,2019-03-02 01:01:09,1,Admin
Created,60,IR/03/19/279/00060,279,2019-03-02 01:00,198500,,151,744,1,2019-03-02 01:01:28,1,Admin
Created,60,IR/03/19/279/00060,279,2019-03-02 01:00,293500,,152,745,1,2019-03-02 01:01:56,1,Admin
Created,60,IR/03/19/279/00060,279,2019-03-02 01:00,558400,,153,748,1,2019-03-02 01:02:25,1,Admin
Created,60,IR/03/19/279/00060,279,2019-03-02 01:00,655900,,154,751,3,2019-03-02 01:02:53,1,Admin
Created,60,IR/03/19/279/00060,279,2019-03-02 01:00,693400,,155,752,3,2019-03-02 01:03:15,1,Admin
Created,60,IR/03/19/279/00060,279,2019-03-02 01:00,791282,,156,791,2,2019-03-02 01:03:35,1,Admin
Posted,60,,,,,,,,,2019-03-02 01:05:39,1,Admin
Created,61,IR/03/19/248/00061,248,2019-03-02 01:09,9500,,157,1062,1,2019-03-02 01:10:19,1,Admin
Posted,61,,,,,,,,,2019-03-02 01:10:23,1,Admin
Created,62,IR/03/19/565/00062,565,2019-03-02 17:06,2200,Rtd 12V Battery from umesh brito Job (Issued on 18/02/2019),158,1225,1,2019-03-02 17:24:37,24,Nilmini
Posted,62,,,,,,,,,2019-03-02 17:24:50,24,Nilmini
Created,63,IR/03/19/597/00063,597,2019-03-05 09:50,1400,,159,235,2,2019-03-05 09:51:06,1,Admin
Created,63,IR/03/19/597/00063,597,2019-03-05 09:50,1627,,160,225,1,2019-03-05 09:51:18,1,Admin
Created,63,IR/03/19/597/00063,597,2019-03-05 09:50,1977,,161,241,1,2019-03-05 09:51:34,1,Admin
Posted,63,,,,,,,,,2019-03-05 09:51:41,1,Admin
Created,64,IR/03/19/327/00064,327,2019-03-05 10:30,1380,,162,240,2,2019-03-05 10:31:23,1,Admin
Created,64,IR/03/19/327/00064,327,2019-03-05 10:30,2080,,163,241,2,2019-03-05 10:31:47,1,Admin
Posted,64,,,,,,,,,2019-03-05 10:33:47,1,Admin
Created,65,IR/03/19/334/00065,334,2019-03-05 10:35,2690,,164,812,1,2019-03-05 10:36:21,1,Admin
Posted,65,,,,,,,,,2019-03-05 10:36:25,1,Admin
Created,66,IR/03/19/508/00066,508,2019-03-06 11:25,10250,,165,297,1,2019-03-06 11:25:43,1,Admin
Posted,66,,,,,,,,,2019-03-06 11:25:51,1,Admin
Created,67,IR/03/19/431/00067,431,2019-03-06 12:34,4649.54,,166,292,1,2019-03-06 12:34:50,1,Admin
Posted,67,,,,,,,,,2019-03-06 12:34:57,1,Admin
Created,68,IR/03/19/504/00068,504,2019-03-06 12:38,18117,,167,801,1,2019-03-06 12:38:45,1,Admin
Created,68,IR/03/19/504/00068,504,2019-03-06 12:38,31427.12,,168,197,1,2019-03-06 12:38:56,1,Admin
Posted,68,,,,,,,,,2019-03-06 12:39:01,1,Admin
