Type,Tech Response Installation Sheet ID,Tech Response ID,Tech Response Installation Sheet No,Tech Response Installation Sheet Date Time,Remarks,Tech Response Installation Sheet Detail ID,Item ID,Rate,Quantity,Date & Time,User ID,User Name
Created,64,1950,TR/INS/08/19/1950/00064,2019-08-27 09:11,,263,174,0.75,20,2019-08-27 10:16:14,12,Sanjaya
Updated,64,1950,TR/INS/08/19/1950/00064,2019-08-27 09:11,,261,157,36.05,15,2019-08-27 10:17:02,12,Sanjaya
Created,64,1950,TR/INS/08/19/1950/00064,2019-08-27 09:11,,264,381,50,1,2019-08-27 10:22:24,12,Sanjaya
Posted,63,,,,,,,,,2019-08-27 11:04:28,12,Sanjaya
Created,65,1139,TR/INS/08/19/1139/00065,2019-08-29 08:54,,265,112,80,8,2019-08-29 08:55:09,12,Sanjaya
Posted,65,,,,,,,,,2019-08-29 08:56:06,12,Sanjaya
Created,66,2087,TR/INS/08/19/2087/00066,2019-08-30 09:22,,266,174,0.75,20,2019-08-30 09:26:52,59,Palitha
Created,66,2087,TR/INS/08/19/2087/00066,2019-08-30 09:22,,267,172,3.5,20,2019-08-30 09:27:44,59,Palitha
Created,66,2087,TR/INS/08/19/2087/00066,2019-08-30 09:22,,268,383,2.5,10,2019-08-30 09:29:38,59,Palitha
Posted,66,,,,,,,,,2019-08-30 09:35:12,59,Palitha
Approved,66,,,,,,,,,2019-08-30 09:35:44,59,Palitha
Created,67,2091,TR/INS/08/19/2091/00067,2019-08-30 12:14,,269,902,0,10,2019-08-30 12:17:02,59,Palitha
Approved,65,,,,,,,,,2019-08-30 13:54:16,59,Palitha
Created,68,1883,TR/INS/09/19/1883/00068,2019-09-02 08:56,,270,159,56.06,20,2019-09-02 08:57:13,12,Sanjaya
Created,68,1883,TR/INS/09/19/1883/00068,2019-09-02 08:56,,271,124,58,4,2019-09-02 08:58:42,12,Sanjaya
Created,68,1883,TR/INS/09/19/1883/00068,2019-09-02 08:56,,272,138,7,4,2019-09-02 09:00:46,12,Sanjaya
Created,68,1883,TR/INS/09/19/1883/00068,2019-09-02 08:56,,273,135,10,2,2019-09-02 09:01:44,12,Sanjaya
Created,68,1883,TR/INS/09/19/1883/00068,2019-09-02 08:56,,274,131,5,4,2019-09-02 09:02:23,12,Sanjaya
Created,68,1883,TR/INS/09/19/1883/00068,2019-09-02 08:56,,275,675,1.5,30,2019-09-02 09:15:42,12,Sanjaya
Posted,68,,,,,,,,,2019-09-02 09:26:22,12,Sanjaya
Approved,63,,,,,,,,,2019-09-02 09:28:28,59,Palitha
Approved,68,,,,,,,,,2019-09-02 09:28:28,59,Palitha
Created,69,1883,TR/INS/09/19/1883/00069,2019-09-02 10:08,,276,80,42,1,2019-09-02 10:12:43,59,Palitha
Created,69,1883,TR/INS/09/19/1883/00069,2019-09-02 10:08,,277,84,120,1,2019-09-02 10:13:43,59,Palitha
Posted,69,,,,,,,,,2019-09-02 10:14:00,59,Palitha
Approved,69,,,,,,,,,2019-09-02 10:14:22,59,Palitha
Created,70,1881,TR/INS/09/19/1881/00070,2019-09-03 22:45,,278,639,340,0,2019-09-03 22:51:38,4,Chinthaka Deshapriya
Deleted,70,,,,,278,,,,2019-09-03 22:52:10,4,Chinthaka Deshapriya
Created,71,1883,TR/INS/09/19/1883/00071,2019-09-05 10:19,,279,654,350,1,2019-09-05 10:20:31,12,Sanjaya
Posted,71,,,,,,,,,2019-09-05 10:20:40,12,Sanjaya
Approved,71,,,,,,,,,2019-09-05 10:20:51,12,Sanjaya
Posted,59,,,,,,,,,2019-09-07 23:41:57,59,Palitha
Approved,59,,,,,,,,,2019-09-07 23:43:17,59,Palitha
Posted,60,,,,,,,,,2019-09-07 23:50:07,59,Palitha
Approved,60,,,,,,,,,2019-09-07 23:52:51,59,Palitha
Created,72,1971,TR/INS/09/19/1971/00072,2019-09-09 20:58,,280,135,10,1,2019-09-09 21:01:06,59,Palitha
Created,72,1971,TR/INS/09/19/1971/00072,2019-09-09 20:58,,281,700,18,1,2019-09-09 21:05:23,59,Palitha
Created,72,1971,TR/INS/09/19/1971/00072,2019-09-09 20:58,,282,108,9,10,2019-09-10 21:26:21,59,Palitha
Created,72,1971,TR/INS/09/19/1971/00072,2019-09-09 20:58,,283,156,21.35,35,2019-09-10 21:27:30,59,Palitha
Created,72,1971,TR/INS/09/19/1971/00072,2019-09-09 20:58,,284,157,36.05,40,2019-09-10 21:28:30,59,Palitha
Updated,72,1971,TR/INS/09/19/1971/00072,2019-09-09 20:58,,284,157,36.05,50,2019-09-10 21:28:47,59,Palitha
Created,72,1971,TR/INS/09/19/1971/00072,2019-09-09 20:58,,285,124,58,7,2019-09-10 21:45:43,59,Palitha
Updated,72,1971,TR/INS/09/19/1971/00072,2019-09-09 20:58,,280,135,10,4,2019-09-10 21:47:26,59,Palitha
Updated,72,1971,TR/INS/09/19/1971/00072,2019-09-09 20:58,,281,700,18,12,2019-09-10 21:47:56,59,Palitha
Posted,72,,,,,,,,,2019-09-10 21:49:19,59,Palitha
Approved,72,,,,,,,,,2019-09-10 21:53:20,59,Palitha
Created,73,1972,TR/INS/09/19/1972/00073,2019-09-10 22:04,,286,114,135,12,2019-09-10 22:06:13,59,Palitha
Created,73,1972,TR/INS/09/19/1972/00073,2019-09-10 22:04,,287,135,10,4,2019-09-10 22:18:23,59,Palitha
Created,73,1972,TR/INS/09/19/1972/00073,2019-09-10 22:04,,288,124,58,10,2019-09-10 22:23:47,59,Palitha
Posted,73,,,,,,,,,2019-09-10 22:26:30,59,Palitha
Approved,73,,,,,,,,,2019-09-10 22:27:52,59,Palitha
Created,74,2212,TR/INS/09/19/2212/00074,2019-09-17 09:01,,289,162,61,30,2019-09-17 09:04:32,12,Sanjaya
Created,74,2212,TR/INS/09/19/2212/00074,2019-09-17 09:01,,290,426,38.15,30,2019-09-17 09:06:02,12,Sanjaya
Created,74,2212,TR/INS/09/19/2212/00074,2019-09-17 09:01,,291,114,135,1,2019-09-17 09:08:39,12,Sanjaya
Updated,74,2212,TR/INS/09/19/2212/00074,2019-09-17 09:01,,291,114,135,4,2019-09-17 09:08:58,12,Sanjaya
Created,74,2212,TR/INS/09/19/2212/00074,2019-09-17 09:01,,292,172,2,40,2019-09-17 09:10:00,12,Sanjaya
Created,74,2212,TR/INS/09/19/2212/00074,2019-09-17 09:01,,293,174,0.75,40,2019-09-17 09:11:19,12,Sanjaya
Created,74,2212,TR/INS/09/19/2212/00074,2019-09-17 09:01,,294,313,50,2,2019-09-17 09:12:01,12,Sanjaya
Updated,74,2212,TR/INS/09/19/2212/00074,2019-09-17 09:01,,290,426,38.15,20,2019-09-17 09:21:21,12,Sanjaya
Updated,74,2212,TR/INS/09/19/2212/00074,2019-09-17 09:01,,289,162,61,20,2019-09-17 09:21:36,12,Sanjaya
Created,74,2212,TR/INS/09/19/2212/00074,2019-09-17 09:01,,295,381,50,1,2019-09-17 09:21:47,12,Sanjaya
Updated,74,2212,TR/INS/09/19/2212/00074,2019-09-17 09:01,,293,174,0.75,30,2019-09-17 09:22:11,12,Sanjaya
Updated,74,2212,TR/INS/09/19/2212/00074,2019-09-17 09:01,,292,172,2,30,2019-09-17 09:22:23,12,Sanjaya
Posted,74,,,,,,,,,2019-09-17 09:23:17,12,Sanjaya
Approved,74,,,,,,,,,2019-09-17 09:24:03,12,Sanjaya
Created,75,2241,TR/INS/09/19/2241/00075,2019-09-18 06:43,,296,114,135,1,2019-09-18 06:45:55,59,Palitha
Created,75,2241,TR/INS/09/19/2241/00075,2019-09-18 06:43,,297,383,2.5,5,2019-09-18 06:46:43,59,Palitha
Created,75,2241,TR/INS/09/19/2241/00075,2019-09-18 06:43,,298,172,2,5,2019-09-18 06:47:26,59,Palitha
Created,75,2241,TR/INS/09/19/2241/00075,2019-09-18 06:43,,299,174,0.75,10,2019-09-18 06:47:51,59,Palitha
Posted,75,,,,,,,,,2019-09-18 06:48:05,59,Palitha
Approved,75,,,,,,,,,2019-09-18 06:48:19,59,Palitha
Created,76,2240,TR/INS/09/19/2240/00076,2019-09-18 06:53,,300,174,0.75,5,2019-09-18 06:55:02,59,Palitha
Created,76,2240,TR/INS/09/19/2240/00076,2019-09-18 06:53,,301,172,2,5,2019-09-18 06:55:40,59,Palitha
Created,76,2240,TR/INS/09/19/2240/00076,2019-09-18 06:53,,302,383,2.5,5,2019-09-18 06:56:05,59,Palitha
Created,76,2240,TR/INS/09/19/2240/00076,2019-09-18 06:53,,303,114,135,1,2019-09-18 06:56:33,59,Palitha
Created,76,2240,TR/INS/09/19/2240/00076,2019-09-18 06:53,,304,1538,50,1,2019-09-18 06:57:07,59,Palitha
Posted,76,,,,,,,,,2019-09-18 06:57:49,59,Palitha
Approved,76,,,,,,,,,2019-09-18 06:58:07,59,Palitha
Created,77,2257,TR/INS/09/19/2257/00077,2019-09-18 07:05,,305,1538,50,0,2019-09-18 07:06:20,59,Palitha
Created,78,2284,TR/INS/09/19/2284/00078,2019-09-23 10:34,,306,112,80,2,2019-09-23 10:35:18,12,Sanjaya
Created,78,2284,TR/INS/09/19/2284/00078,2019-09-23 10:34,,307,157,36,1,2019-09-23 10:37:41,12,Sanjaya
Created,78,2284,TR/INS/09/19/2284/00078,2019-09-23 10:34,,308,383,2.5,15,2019-09-23 10:38:59,12,Sanjaya
Created,78,2284,TR/INS/09/19/2284/00078,2019-09-23 10:34,,309,174,0.75,15,2019-09-23 10:39:37,12,Sanjaya
Created,78,2284,TR/INS/09/19/2284/00078,2019-09-23 10:34,,310,128,35,1,2019-09-23 10:40:13,12,Sanjaya
Updated,77,2257,TR/INS/09/19/2257/00077,2019-09-18 07:05,,305,1538,50,2,2019-09-23 22:25:06,59,Palitha
Created,77,2257,TR/INS/09/19/2257/00077,2019-09-18 07:05,,311,174,0.75,10,2019-09-23 22:25:36,59,Palitha
Created,77,2257,TR/INS/09/19/2257/00077,2019-09-18 07:05,,312,172,2,5,2019-09-23 22:26:11,59,Palitha
Created,77,2257,TR/INS/09/19/2257/00077,2019-09-18 07:05,,313,383,2.5,5,2019-09-23 22:26:38,59,Palitha
Created,77,2257,TR/INS/09/19/2257/00077,2019-09-18 07:05,,314,114,135,1,2019-09-23 22:27:02,59,Palitha
Created,77,2257,TR/INS/09/19/2257/00077,2019-09-18 07:05,,315,124,58,1,2019-09-23 22:30:03,59,Palitha
Posted,77,,,,,,,,,2019-09-23 22:30:30,59,Palitha
Approved,77,,,,,,,,,2019-09-23 22:31:03,59,Palitha
Created,79,2263,TR/INS/09/19/2263/00079,2019-09-25 21:26,,316,114,135,10,2019-09-25 21:32:19,59,Palitha
Updated,79,2263,TR/INS/09/19/2263/00079,2019-09-25 21:26,,316,114,135,2,2019-09-25 21:32:34,59,Palitha
Created,79,2263,TR/INS/09/19/2263/00079,2019-09-25 21:26,,317,172,2,19,2019-09-25 21:33:24,59,Palitha
Updated,79,2263,TR/INS/09/19/2263/00079,2019-09-25 21:26,,317,172,2,10,2019-09-25 21:33:33,59,Palitha
Created,79,2263,TR/INS/09/19/2263/00079,2019-09-25 21:26,,318,174,0.75,10,2019-09-25 21:34:07,59,Palitha
Posted,79,,,,,,,,,2019-09-25 21:35:15,59,Palitha
Approved,79,,,,,,,,,2019-09-25 21:35:40,59,Palitha
Created,80,2291,TR/INS/09/19/2291/00080,2019-09-26 20:52,,319,157,36,35,2019-09-26 20:54:10,59,Palitha
Created,80,2291,TR/INS/09/19/2291/00080,2019-09-26 20:52,,320,102,5,1,2019-09-26 20:55:30,59,Palitha
Created,80,2291,TR/INS/09/19/2291/00080,2019-09-26 20:52,,321,675,1.5,8,2019-09-26 20:57:41,59,Palitha
Posted,80,,,,,,,,,2019-09-26 20:59:02,59,Palitha
Approved,80,,,,,,,,,2019-09-26 20:59:35,59,Palitha
Created,81,2405,TR/INS/10/19/2405/00081,2019-10-03 09:48,,322,157,36,25,2019-10-03 10:00:54,59,Palitha
Created,81,2405,TR/INS/10/19/2405/00081,2019-10-03 09:48,,323,381,50,1,2019-10-03 10:01:27,59,Palitha
Created,81,2405,TR/INS/10/19/2405/00081,2019-10-03 09:48,,324,674,0.95,30,2019-10-03 10:05:22,59,Palitha
Created,81,2405,TR/INS/10/19/2405/00081,2019-10-03 09:48,,325,114,135,2,2019-10-03 10:06:31,59,Palitha
Created,81,2405,TR/INS/10/19/2405/00081,2019-10-03 09:48,,326,174,0.75,12,2019-10-03 10:08:51,59,Palitha
Created,81,2405,TR/INS/10/19/2405/00081,2019-10-03 09:48,,327,383,2.5,12,2019-10-03 10:09:18,59,Palitha
Created,81,2405,TR/INS/10/19/2405/00081,2019-10-03 09:48,requested by Krishantha,328,103,120,1,2019-10-03 10:10:30,59,Palitha
Posted,81,,,,,,,,,2019-10-03 10:10:56,59,Palitha
Approved,81,,,,,,,,,2019-10-03 10:14:11,67,NalinS
Created,82,2471,TR/INS/10/19/2471/00082,2019-10-09 11:15,,329,156,21.35,4,2019-10-09 11:18:49,59,Palitha
Updated,82,2471,TR/INS/10/19/2471/00082,2019-10-09 11:15,,329,156,21.35,40,2019-10-09 11:19:04,59,Palitha
Created,82,2471,TR/INS/10/19/2471/00082,2019-10-09 11:15,,330,562,475,1,2019-10-09 11:19:34,59,Palitha
Created,82,2471,TR/INS/10/19/2471/00082,2019-10-09 11:15,,331,674,0.95,30,2019-10-09 11:20:46,59,Palitha
Created,82,2471,TR/INS/10/19/2471/00082,2019-10-09 11:15,,332,997,0.75,10,2019-10-09 11:21:40,59,Palitha
Posted,82,,,,,,,,,2019-10-09 11:22:14,59,Palitha
Approved,82,,,,,,,,,2019-10-09 11:22:37,59,Palitha
Created,83,2540,TR/INS/10/19/2540/00083,2019-10-12 12:06,,333,128,35,35,2019-10-12 12:51:22,12,Sanjaya
Created,83,2540,TR/INS/10/19/2540/00083,2019-10-12 12:06,,334,131,5,15,2019-10-12 12:52:32,12,Sanjaya
Created,83,2540,TR/INS/10/19/2540/00083,2019-10-12 12:06,,335,700,18,10,2019-10-12 12:53:52,12,Sanjaya
Created,83,2540,TR/INS/10/19/2540/00083,2019-10-12 12:06,,333,128,35,36,2019-10-12 12:55:28,12,Sanjaya
Created,83,2540,TR/INS/10/19/2540/00083,2019-10-12 12:06,,336,159,56.06,160,2019-10-12 12:58:22,12,Sanjaya
Created,83,2540,TR/INS/10/19/2540/00083,2019-10-12 12:06,,337,692,320,1,2019-10-12 13:00:58,12,Sanjaya
Created,83,2540,TR/INS/10/19/2540/00083,2019-10-12 12:06,,338,422,5,120,2019-10-12 13:04:54,12,Sanjaya
Created,84,2569,TR/INS/10/19/2569/00084,2019-10-17 14:02,,339,114,135,8,2019-10-17 14:20:41,59,Palitha
Created,84,2569,TR/INS/10/19/2569/00084,2019-10-17 14:02,,340,101,15,4,2019-10-17 14:21:45,59,Palitha
Created,84,2569,TR/INS/10/19/2569/00084,2019-10-17 14:02,,341,1265,1.9,30,2019-10-17 14:22:37,59,Palitha
Created,84,2569,TR/INS/10/19/2569/00084,2019-10-17 14:02,,342,174,0.75,30,2019-10-17 14:24:47,59,Palitha
Created,84,2569,TR/INS/10/19/2569/00084,2019-10-17 14:02,,343,159,38.5,20,2019-10-17 14:26:16,59,Palitha
Created,84,2569,TR/INS/10/19/2569/00084,2019-10-17 14:02,,344,677,1.5,10,2019-10-17 14:28:32,59,Palitha
Updated,84,2569,TR/INS/10/19/2569/00084,2019-10-17 14:02,,340,101,15,5,2019-10-17 14:28:56,59,Palitha
Posted,84,,,,,,,,,2019-10-17 14:29:34,59,Palitha
Approved,84,,,,,,,,,2019-10-17 14:31:31,59,Palitha
Created,85,2467,TR/INS/10/19/2467/00085,2019-10-26 14:22,,345,138,7,4,2019-10-26 14:23:27,12,Sanjaya
Created,85,2467,TR/INS/10/19/2467/00085,2019-10-26 14:22,,346,124,58,5,2019-10-26 14:24:26,12,Sanjaya
Created,85,2467,TR/INS/10/19/2467/00085,2019-10-26 14:22,,347,654,350,1,2019-10-26 14:24:54,12,Sanjaya
Created,85,2467,TR/INS/10/19/2467/00085,2019-10-26 14:22,,348,720,17,1,2019-10-26 14:25:17,12,Sanjaya
Created,85,2467,TR/INS/10/19/2467/00085,2019-10-26 14:22,,349,159,38.5,25,2019-10-26 14:25:43,12,Sanjaya
Created,85,2467,TR/INS/10/19/2467/00085,2019-10-26 14:22,,350,131,5,4,2019-10-26 14:26:42,12,Sanjaya
Created,85,2467,TR/INS/10/19/2467/00085,2019-10-26 14:22,,351,80,42,1,2019-10-26 14:27:28,12,Sanjaya
Created,85,2467,TR/INS/10/19/2467/00085,2019-10-26 14:22,,352,84,120,1,2019-10-26 14:27:48,12,Sanjaya
Created,85,2467,TR/INS/10/19/2467/00085,2019-10-26 14:22,,353,383,2.5,25,2019-10-26 14:28:28,12,Sanjaya
Created,85,2467,TR/INS/10/19/2467/00085,2019-10-26 14:22,,354,174,0.75,25,2019-10-26 14:29:01,12,Sanjaya
Created,86,2623,TR/INS/10/19/2623/00086,2019-10-28 09:07,,355,720,17,1,2019-10-28 09:12:11,12,Sanjaya
Created,86,2623,TR/INS/10/19/2623/00086,2019-10-28 09:07,,356,159,38.5,25,2019-10-28 09:13:33,12,Sanjaya
Created,86,2623,TR/INS/10/19/2623/00086,2019-10-28 09:07,,357,124,58,5,2019-10-28 09:15:15,12,Sanjaya
Created,86,2623,TR/INS/10/19/2623/00086,2019-10-28 09:07,,358,138,7,4,2019-10-28 09:16:22,12,Sanjaya
Created,86,2623,TR/INS/10/19/2623/00086,2019-10-28 09:07,,359,131,5,4,2019-10-28 09:17:07,12,Sanjaya
Created,86,2623,TR/INS/10/19/2623/00086,2019-10-28 09:07,,360,80,42,1,2019-10-28 09:25:16,12,Sanjaya
Created,86,2623,TR/INS/10/19/2623/00086,2019-10-28 09:07,,361,84,120,1,2019-10-28 09:26:20,12,Sanjaya
Created,86,2623,TR/INS/10/19/2623/00086,2019-10-28 09:07,,362,383,2.5,1,2019-10-28 09:28:38,12,Sanjaya
Created,86,2623,TR/INS/10/19/2623/00086,2019-10-28 09:07,,363,174,0.75,25,2019-10-28 09:32:00,12,Sanjaya
Updated,86,2623,TR/INS/10/19/2623/00086,2019-10-28 09:07,,362,383,2.5,25,2019-10-28 09:32:47,12,Sanjaya
Posted,86,,,,,,,,,2019-10-28 09:33:29,12,Sanjaya
Approved,86,,,,,,,,,2019-10-28 09:33:45,12,Sanjaya
Created,87,2671,TR/INS/10/19/2671/00087,2019-10-28 10:10,,364,157,36,30,2019-10-28 10:18:52,12,Sanjaya
Created,87,2671,TR/INS/10/19/2671/00087,2019-10-28 10:10,,,,,,2019-10-28 10:41:08,12,Sanjaya
Created,87,2671,TR/INS/10/19/2671/00087,2019-10-28 10:10,,365,383,2.5,1,2019-10-28 10:42:01,12,Sanjaya
Updated,87,2671,TR/INS/10/19/2671/00087,2019-10-28 10:10,,365,383,2.5,25,2019-10-28 10:42:32,12,Sanjaya
Created,87,2671,TR/INS/10/19/2671/00087,2019-10-28 10:10,,366,174,0.75,25,2019-10-28 10:43:21,12,Sanjaya
Created,87,2671,TR/INS/10/19/2671/00087,2019-10-28 10:10,,367,381,50,1,2019-10-28 10:44:19,12,Sanjaya
Created,87,2671,TR/INS/10/19/2671/00087,2019-10-28 10:10,,368,997,0.75,30,2019-10-28 10:45:49,12,Sanjaya
Created,87,2671,TR/INS/10/19/2671/00087,2019-10-28 10:10,,369,125,75,2,2019-10-28 10:47:09,12,Sanjaya
Posted,87,,,,,,,,,2019-10-28 10:47:21,12,Sanjaya
Approved,87,,,,,,,,,2019-10-28 10:47:31,12,Sanjaya
Created,88,2671,TR/INS/10/19/2671/00088,2019-10-28 10:47,,370,103,120,1,2019-10-28 10:48:15,12,Sanjaya
Posted,88,,,,,,,,,2019-10-28 10:48:21,12,Sanjaya
Approved,88,,,,,,,,,2019-10-28 10:48:29,12,Sanjaya
Created,89,2727,TR/INS/10/19/2727/00089,2019-10-29 10:02,,371,162,41,45,2019-10-29 10:03:57,12,Sanjaya
Created,89,2727,TR/INS/10/19/2727/00089,2019-10-29 10:02,,372,112,80,8,2019-10-29 10:06:07,12,Sanjaya
Created,89,2727,TR/INS/10/19/2727/00089,2019-10-29 10:02,,373,383,2.5,80,2019-10-29 10:17:49,12,Sanjaya
Created,89,2727,TR/INS/10/19/2727/00089,2019-10-29 10:02,,374,174,0.75,1,2019-10-29 10:18:09,12,Sanjaya
Updated,89,2727,TR/INS/10/19/2727/00089,2019-10-29 10:02,,374,174,0.75,80,2019-10-29 10:18:20,12,Sanjaya
Created,89,2727,TR/INS/10/19/2727/00089,2019-10-29 10:02,,375,313,50,2,2019-10-29 10:24:53,12,Sanjaya
Created,89,2727,TR/INS/10/19/2727/00089,2019-10-29 10:02,,376,720,17,1,2019-10-29 10:25:19,12,Sanjaya
Created,89,2727,TR/INS/10/19/2727/00089,2019-10-29 10:02,,377,128,35,2,2019-10-29 10:26:06,12,Sanjaya
Created,89,2727,TR/INS/10/19/2727/00089,2019-10-29 10:02,,378,562,475,1,2019-10-29 10:26:28,12,Sanjaya
Created,89,2727,TR/INS/10/19/2727/00089,2019-10-29 10:02,,379,639,340,1,2019-10-29 10:27:56,12,Sanjaya
Created,89,2727,TR/INS/10/19/2727/00089,2019-10-29 10:02,,380,157,36,6,2019-10-29 10:29:39,12,Sanjaya
Posted,89,,,,,,,,,2019-10-29 10:30:27,12,Sanjaya
Approved,89,,,,,,,,,2019-10-29 10:30:38,12,Sanjaya
Created,90,2727,TR/INS/11/19/2727/00090,2019-11-05 15:46,,381,114,103.77,8,2019-11-05 15:48:15,12,Sanjaya
Posted,90,,,,,,,,,2019-11-05 15:48:22,12,Sanjaya
Approved,90,,,,,,,,,2019-11-05 15:48:32,12,Sanjaya
Created,91,2685,TR/INS/11/19/2685/00091,2019-11-05 15:55,,382,381,50,1,2019-11-05 15:56:21,12,Sanjaya
Created,91,2685,TR/INS/11/19/2685/00091,2019-11-05 15:55,,383,422,5,50,2019-11-05 15:58:20,12,Sanjaya
Created,91,2685,TR/INS/11/19/2685/00091,2019-11-05 15:55,,384,383,2.5,100,2019-11-05 15:59:50,12,Sanjaya
Created,91,2685,TR/INS/11/19/2685/00091,2019-11-05 15:55,,385,174,0.75,100,2019-11-05 16:00:53,12,Sanjaya
Created,91,2685,TR/INS/11/19/2685/00091,2019-11-05 15:55,,386,159,38.5,80,2019-11-05 16:05:13,12,Sanjaya
Created,91,2685,TR/INS/11/19/2685/00091,2019-11-05 15:55,,387,124,58,10,2019-11-05 16:07:58,12,Sanjaya
Created,91,2685,TR/INS/11/19/2685/00091,2019-11-05 15:55,,388,128,35,2,2019-11-05 16:09:04,12,Sanjaya
Created,91,2685,TR/INS/11/19/2685/00091,2019-11-05 15:55,,389,700,18,1,2019-11-05 16:10:44,12,Sanjaya
Created,91,2685,TR/INS/11/19/2685/00091,2019-11-05 15:55,,390,131,5,8,2019-11-05 16:11:56,12,Sanjaya
Created,91,2685,TR/INS/11/19/2685/00091,2019-11-05 15:55,,391,112,80,4,2019-11-05 16:13:36,12,Sanjaya
Created,91,2685,TR/INS/11/19/2685/00091,2019-11-05 15:55,,392,654,350,1,2019-11-05 16:14:18,12,Sanjaya
Posted,91,,,,,,,,,2019-11-05 16:20:24,12,Sanjaya
Approved,91,,,,,,,,,2019-11-05 16:21:24,12,Sanjaya
Created,92,2727,TR/INS/11/19/2727/00092,2019-11-06 10:22,,393,1578,227.17,1,2019-11-06 10:23:44,12,Sanjaya
Posted,92,,,,,,,,,2019-11-06 10:23:56,12,Sanjaya
Approved,92,,,,,,,,,2019-11-06 10:24:05,12,Sanjaya
Created,93,2892,TR/INS/11/19/2892/00093,2019-11-18 09:49,,394,157,21.25,1,2019-11-18 09:51:44,12,Sanjaya
Updated,93,2892,TR/INS/11/19/2892/00093,2019-11-18 09:49,,394,157,21.25,25,2019-11-18 09:52:28,12,Sanjaya
Created,94,1100,TR/INS/11/19/1100/00094,2019-11-18 09:56,,395,157,21.25,20,2019-11-18 09:57:33,12,Sanjaya
Created,94,1100,TR/INS/11/19/1100/00094,2019-11-18 09:56,,396,109,136.84,2,2019-11-18 09:58:18,12,Sanjaya
Created,94,1100,TR/INS/11/19/1100/00094,2019-11-18 09:56,,397,383,2.5,25,2019-11-18 09:59:55,12,Sanjaya
Created,94,1100,TR/INS/11/19/1100/00094,2019-11-18 09:56,,398,381,60,1,2019-11-18 10:00:48,12,Sanjaya
Created,94,1100,TR/INS/11/19/1100/00094,2019-11-18 09:56,,399,174,0.75,25,2019-11-18 10:01:42,12,Sanjaya
Posted,94,,,,,,,,,2019-11-18 10:02:31,12,Sanjaya
Approved,94,,,,,,,,,2019-11-18 10:02:40,12,Sanjaya
Created,95,2926,TR/INS/11/19/2926/00095,2019-11-18 10:40,,400,157,21.25,40,2019-11-18 10:42:44,12,Sanjaya
Created,95,2926,TR/INS/11/19/2926/00095,2019-11-18 10:40,,401,109,136.84,7,2019-11-18 10:43:28,12,Sanjaya
Created,95,2926,TR/INS/11/19/2926/00095,2019-11-18 10:40,,402,383,2.5,30,2019-11-18 10:44:04,12,Sanjaya
Created,95,2926,TR/INS/11/19/2926/00095,2019-11-18 10:40,,403,174,0.75,30,2019-11-18 10:44:36,12,Sanjaya
Created,95,2926,TR/INS/11/19/2926/00095,2019-11-18 10:40,,404,381,60,1,2019-11-18 10:45:02,12,Sanjaya
Created,95,2926,TR/INS/11/19/2926/00095,2019-11-18 10:40,,405,128,35,1,2019-11-18 10:45:47,12,Sanjaya
Created,96,2753,TR/INS/11/19/2753/00096,2019-11-18 11:07,,406,174,0.75,1,2019-11-18 11:08:14,12,Sanjaya
Updated,96,2753,TR/INS/11/19/2753/00096,2019-11-18 11:07,,406,174,0.75,20,2019-11-18 11:08:26,12,Sanjaya
Created,96,2753,TR/INS/11/19/2753/00096,2019-11-18 11:07,,407,383,2.5,20,2019-11-18 11:08:58,12,Sanjaya
Created,96,2753,TR/INS/11/19/2753/00096,2019-11-18 11:07,,408,157,21.25,20,2019-11-18 11:09:58,12,Sanjaya
Created,96,2753,TR/INS/11/19/2753/00096,2019-11-18 11:07,,409,109,136.84,3,2019-11-18 11:10:32,12,Sanjaya
Posted,96,,,,,,,,,2019-11-18 11:10:45,12,Sanjaya
Approved,96,,,,,,,,,2019-11-18 11:11:08,12,Sanjaya
Created,97,2605,TR/INS/11/19/2605/00097,2019-11-23 11:28,,410,157,21.25,35,2019-11-23 11:28:57,12,Sanjaya
Created,97,2605,TR/INS/11/19/2605/00097,2019-11-23 11:28,,411,124,58,2,2019-11-23 11:30:21,12,Sanjaya
Created,97,2605,TR/INS/11/19/2605/00097,2019-11-23 11:28,,412,700,18,2,2019-11-23 11:31:00,12,Sanjaya
Created,97,2605,TR/INS/11/19/2605/00097,2019-11-23 11:28,,413,128,35,1,2019-11-23 11:31:33,12,Sanjaya
Created,97,2605,TR/INS/11/19/2605/00097,2019-11-23 11:28,,414,422,5,10,2019-11-23 11:32:04,12,Sanjaya
Created,97,2605,TR/INS/11/19/2605/00097,2019-11-23 11:28,,415,383,2.5,25,2019-11-23 11:32:33,12,Sanjaya
Created,97,2605,TR/INS/11/19/2605/00097,2019-11-23 11:28,,416,174,0.75,25,2019-11-23 11:33:02,12,Sanjaya
Created,97,2605,TR/INS/11/19/2605/00097,2019-11-23 11:28,,417,112,80,3,2019-11-23 11:37:41,12,Sanjaya
Posted,95,,,,,,,,,2019-12-07 09:04:59,12,Sanjaya
Approved,95,,,,,,,,,2019-12-07 09:05:08,12,Sanjaya
Created,98,3335,TR/INS/12/19/3335/00098,2019-12-10 12:11,,418,159,38.5,60,2019-12-10 12:11:16,12,Sanjaya
Created,98,3335,TR/INS/12/19/3335/00098,2019-12-10 12:11,,419,157,38,25,2019-12-10 12:12:14,12,Sanjaya
